id,name,firstName,lastName,party,chamber,district,title,status,phone,email,website,committees,legisGaGovId
ocd-person/069fb4fa-766b-40e4-90b7-ce96b4fa2ace,RaShaun Kemp,RaShaun,Kemp,Democratic,Senate,38,Senator,active,404-656-0105,rashaun.kemp@senate.ga.gov,https://www.legis.ga.gov/members/senate/5066,Agriculture and Consumer Affairs; Education and Youth; Government Oversight; State Institutions and Property; Urban Affairs,
ocd-person/8798a822-fee8-4546-bcdd-455f788bef44,Randal Mangham,Randal,Mangham,Democratic,Senate,55,Senator,active,404-657-4640,randal.mangham@senate.ga.gov,https://www.legis.ga.gov/members/senate/161,Banking and Financial Institutions; Health and Human Services; Interstate Cooperation; Metropolitan Atlanta Rapid Transit Overview; Retirement; State and Local Governmental Operations,
ocd-person/6da7fe11-4436-4854-8e1b-4c45dc4cdaac,Randy Robertson,Randy,Robertson,Republican,Senate,29,Senator,active,404-656-0045,randy.robertson@senate.ga.gov,https://www.legis.ga.gov/members/senate/4926,Appropriations; Ethics; Government Oversight; Health and Human Services; Insurance and Labor; Public Safety; Reapportionment and Redistricting; Rules; State and Local Governmental Operations,4926
ocd-person/21651856-bba6-49fd-b3f8-8ed1b723e804,Regina Lewis-Ward,Regina,Lewis-Ward,Democratic,House of Representatives,115,Representative,active,404-656-0287,regina.lewis-ward@house.ga.gov,https://www.legis.ga.gov/members/house/5001,"Agriculture and Consumer Affairs; Banks and Banking; Energy, Utilities and Telecommunications; Interstate Cooperation",5001
ocd-person/08ee45fd-d3f4-4129-9e7c-27cf52533ed2,Rey Martinez,Rey,Martinez,Republican,House of Representatives,111,Representative,active,404-656-0254,reynaldo.martinez@house.ga.gov,https://www.legis.ga.gov/members/house/5045,Agriculture and Consumer Affairs; Defense and Veterans Affairs; Intragovernmental Coordination; Small Business Development,5045
ocd-person/e04bd985-5b75-4551-84a1-f9797ac495d2,Rhonda Burnough,Rhonda,Burnough,Democratic,House of Representatives,77,Representative,active,404-656-0116,rhonda.burnough@house.ga.gov,https://www.legis.ga.gov/members/house/4895,Economic Development and Tourism; Governmental Affairs; Higher Education; Small Business Development,4895
ocd-person/bc40f904-9c20-41d0-80d5-e5645d3e6935,Rhonda Taylor,Rhonda,Taylor,Democratic,House of Representatives,92,Representative,active,404-656-0265,rhonda.taylor@house.ga.gov,https://www.legis.ga.gov/members/house/4998,Agriculture and Consumer Affairs; Judiciary Juvenile; Motor Vehicles; Special Rules,4998
ocd-person/4d1f5379-01e9-4f58-9868-42acc07ec7a8,Rick Jasperse,Rick,Jasperse,Republican,House of Representatives,11,Representative,active,404-656-7153,rick.jasperse@house.ga.gov,https://www.legis.ga.gov/members/house/755,Agriculture and Consumer Affairs; Appropriations; Education; Health; Public Safety and Homeland Security; Regulated Industries; Rules; Transportation,755
ocd-person/1da20ad9-1a05-42ab-addb-7fbf295a0e5d,Rick Townsend,Rick,Townsend,Republican,House of Representatives,179,Representative,active,404-656-0178,rick.townsend@house.ga.gov,https://www.legis.ga.gov/members/house/5055,Economic Development and Tourism; Education; Judiciary Juvenile; Natural Resources and Environment,5055
ocd-person/c7860bae-9d9c-449c-9903-20230eec50ac,Rick Williams,Rick,Williams,Republican,Senate,25,Senator,active,404-656-0082,rick.williams@senate.ga.gov,https://www.legis.ga.gov/members/senate/4905,Ethics; Higher Education; Public Safety; Regulated Industries and Utilities; Retirement; Rules; State and Local Governmental Operations,4905
ocd-person/84eb7371-a332-4534-b3b3-542500c798f8,Rob Clifton,Rob,Clifton,Republican,House of Representatives,131,Representative,active,404-657-1803,rob.clifton@house.ga.gov,https://www.legis.ga.gov/members/house/5080,Budget and Fiscal Affairs Oversight; Economic Development and Tourism; Interstate Cooperation; Transportation,
ocd-person/29210f3f-ec97-47c8-9492-b81154275109,Rob Leverett,Rob,Leverett,Republican,House of Representatives,123,Representative,active,404-656-5132,rob.leverett@house.ga.gov,https://www.legis.ga.gov/members/house/4993,Agriculture and Consumer Affairs; Governmental Affairs; Judiciary; Judiciary: Non-Civil; Reapportionment and Redistricting; Rules,4993
ocd-person/5d77204f-89e7-43df-bccb-a08b9956132d,Robert Dawson,Robert,Dawson,Democratic,House of Representatives,65,Representative,active,404-656-6372,robert.dawson@house.ga.gov,https://www.legis.ga.gov/members/house/5072,"Agriculture and Consumer Affairs; Energy, Utilities and Telecommunications; Information and Audits; Intragovernmental Coordination",
ocd-person/f863b50d-c865-463a-830a-e5648837d9f7,Robert Dickey,Robert,Dickey,Republican,House of Representatives,134,Representative,active,404-656-5099,robert.dickey@house.ga.gov,https://www.legis.ga.gov/members/house/791,"Agriculture and Consumer Affairs; Appropriations; Banks and Banking; Energy, Utilities and Telecommunications; Higher Education; Natural Resources and Environment; Resource Management Special; Ways and Means",791
ocd-person/32c3fbdd-4034-47d0-b7ab-0411bd200737,Robert Flournoy,Robert,Flournoy,Democratic,House of Representatives,74,Representative,active,404-656-7859,robert.flournoy@house.ga.gov,https://www.legis.ga.gov/members/house/5074,"Energy, Utilities and Telecommunications; State Planning and Community Affairs; State Properties",
ocd-person/aeaeb854-ff9c-47cb-8069-395b60ba05b2,Ron Stephens,Ron,Stephens,Republican,House of Representatives,164,Representative,active,404-656-5115,ron.stephens@house.ga.gov,https://www.legis.ga.gov/members/house/219,Appropriations; Creative Arts and Entertainment; Economic Development and Tourism; Resource Management Special; Rules; Urban Affairs; Ways and Means,219
ocd-person/b90b899d-87f0-43a5-9d15-6e310187ac41,Russ Goodman,Russ,Goodman,Republican,Senate,8,Senator,active,404-463-1318,russ.goodman@senate.ga.gov,https://www.legis.ga.gov/members/senate/4977,Agriculture and Consumer Affairs; Appropriations; Health and Human Services; Natural Resources and the Environment; Public Safety; Retirement,4977
ocd-person/d291834f-70cd-48b5-b7db-b05d23d74a4c,Ruwa Romman,Ruwa,Romman,Democratic,House of Representatives,97,Representative,active,404-656-0220,ruwa.romman@house.ga.gov,https://www.legis.ga.gov/members/house/5039,"Energy, Utilities and Telecommunications; Information and Audits; Interstate Cooperation",5039
ocd-person/2a66b922-b812-4c45-9786-478187cd5e33,Saira Draper,Saira,Draper,Democratic,House of Representatives,90,Representative,active,404-656-0265,saira.draper@house.ga.gov,https://www.legis.ga.gov/members/house/5038,Budget and Fiscal Affairs Oversight; Judiciary Juvenile; Regulated Industries; Urban Affairs,5038
ocd-person/218a4fc4-a568-4b78-b350-0d60c6b12d4c,Sally Harrell,Sally,Harrell,Democratic,Senate,40,Senator,active,404-656-7871,sally.harrell@senate.ga.gov,https://www.legis.ga.gov/members/senate/311,Children and Families; Health and Human Services; Higher Education; State Institutions and Property,311
ocd-person/2ba0916f-40b1-4255-9496-94b12ccabd1e,Sam Park,Sam,Park,Democratic,House of Representatives,107,Representative,active,404-656-5059,samuel.park@house.ga.gov,https://www.legis.ga.gov/members/house/4901,Appropriations; Ethics; Higher Education; Industry and Labor; Intragovernmental Coordination; Rules; Technology and Infrastructure Innovation,4901
ocd-person/cbcdfca3-e47d-4b32-9164-ec0709a134bf,Sam Watson,Sam,Watson,Republican,Senate,11,Senator,active,404-656-0065,sam.watson@senate.ga.gov,https://www.legis.ga.gov/members/senate/837,Agriculture and Consumer Affairs; Appropriations; Economic Development and Tourism; Ethics; Natural Resources and the Environment; Special Committee on Eliminating Georgia's Income Tax; State and Local Governmental Operations,837
ocd-person/21c6cae1-bcd2-4403-ad39-af04b64ce55c,Sandra Scott,Sandra,Scott,Democratic,House of Representatives,76,Representative,active,404-656-0314,sandra.scott@house.ga.gov,https://www.legis.ga.gov/members/house/766,Banks and Banking; Defense and Veterans Affairs; Human Relations and Aging; Insurance; Reapportionment and Redistricting,766
ocd-person/4ab15127-5b7a-40bc-8807-26e8e8a73397,Sandy Donatucci,Sandy,Donatucci,Republican,House of Representatives,105,Representative,active,404-656-0177,sandy.donatucci@house.ga.gov,https://www.legis.ga.gov/members/house/5077,Education; Interstate Cooperation; Transportation,
ocd-person/91abe321-5ea4-4f17-b8d8-573d7cb913e6,Scott Hilton,Scott,Hilton,Republican,House of Representatives,48,Representative,active,404-656-0188,scott.hilton@house.ga.gov,https://www.legis.ga.gov/members/house/4899,Creative Arts and Entertainment; Education; Information and Audits; Metropolitan Atlanta Rapid Transit Overview; Public and Community Health; State Properties; Ways and Means,4899
ocd-person/99ef9b20-6b1f-4831-8e58-a523de606cda,Scott Holcomb,Scott,Holcomb,Democratic,House of Representatives,101,Representative,active,404-656-6372,scott.holcomb@house.ga.gov,https://www.legis.ga.gov/members/house/769,Appropriations; Defense and Veterans Affairs; Higher Education; Judiciary; Public Safety and Homeland Security; Rules; Technology and Infrastructure Innovation; Ways and Means,769
ocd-person/702658f4-8382-479a-9416-79928239d5e7,Segun Adeyina,Segun,Adeyina,Democratic,House of Representatives,110,Representative,active,404-656-6372,segun.adeyina@house.ga.gov,https://www.legis.ga.gov/members/house/5044,Creative Arts and Entertainment; Education; Technology and Infrastructure Innovation,5044
ocd-person/15db25fc-273b-467f-b8f9-897337f40b65,Sharon Cooper,Sharon,Cooper,Republican,House of Representatives,45,Representative,active,404-656-5069,sharon.cooper@house.ga.gov,https://www.legis.ga.gov/members/house/86,Health; Healthcare Special; Human Relations and Aging; Intragovernmental Coordination; Judiciary: Non-Civil; Public and Community Health; Regulated Industries; Rules,86
ocd-person/e51d36a7-9684-4540-aae7-a5e60e434681,Sharon Henderson,Sharon,Henderson,Democratic,House of Representatives,113,Representative,Suspended,404-656-7859,sharon.henderson@house.ga.gov,https://www.legis.ga.gov/members/house/5003,,5003
ocd-person/ee145624-3295-4db4-b3ce-9d1583e4ef6e,Shaw Blackmon,Shaw,Blackmon,Republican,House of Representatives,146,Representative,active,404-656-5103,shaw.blackmon@house.ga.gov,https://www.legis.ga.gov/members/house/1878,Appropriations; Governmental Affairs; Insurance; Metropolitan Atlanta Rapid Transit Overview; Resource Management Special; Rules; Rural Development; Technology and Infrastructure Innovation; Ways and Means,1878
ocd-person/314d7845-ba55-4bd4-809a-c7c7aea26690,Shawn Still,Shawn,Still,Republican,Senate,48,Senator,active,404-656-7127,shawn.still@senate.ga.gov,https://www.legis.ga.gov/members/senate/5016,"Administrative Affairs; Education and Youth; Finance; Insurance and Labor; Judiciary; Reapportionment and Redistricting; Rules; Transportation; Veterans, Military and Homeland Security",5016
ocd-person/9007dcd9-3246-4cf3-9185-7478b3a9ad7a,Shea Roberts,Shea,Roberts,Democratic,House of Representatives,52,Representative,active,404-656-0298,shea.roberts@house.ga.gov,https://www.legis.ga.gov/members/house/4994,Creative Arts and Entertainment; Governmental Affairs; Judiciary: Non-Civil; State Planning and Community Affairs,4994
ocd-person/5b6e0e37-802b-4103-b401-551532aba2e7,Sheikh Rahman,Sheikh,Rahman,Democratic,Senate,5,Senator,active,404-656-7871,sheikh.rahman@senate.ga.gov,https://www.legis.ga.gov/members/senate/4924,Appropriations; Economic Development and Tourism; Government Oversight; Natural Resources and the Environment; Urban Affairs,4924
ocd-person/b278b399-5ca3-4cd7-bc19-4053166577a2,Sheila Jones,Sheila,Jones,Democratic,House of Representatives,60,Representative,active,404-656-0308,sheila.jones@house.ga.gov,https://www.legis.ga.gov/members/house/143,Appropriations; Health; Judiciary Juvenile; Transportation; Ways and Means,143
ocd-person/059c0e54-cc7b-4605-aee6-58388026a2fb,Sheila Nelson,Sheila,Nelson,Democratic,House of Representatives,130,Representative,active,404-656-0126,sheila.nelson@house.ga.gov,https://www.legis.ga.gov/members/house/4903,,4903
ocd-person/5474fbe2-6cdb-4ad2-9831-cdffaca442af,Solomon Adesanya,Solomon,Adesanya,Democratic,House of Representatives,43,Representative,active,404-656-0220,solomon.adesanya@house.ga.gov,https://www.legis.ga.gov/members/house/5025,Economic Development and Tourism; Governmental Affairs; Small Business Development,5025
ocd-person/2abbbe23-8cb6-4f33-afaf-38ce88a4e10c,Sonya Halpern,Sonya,Halpern,Democratic,Senate,39,Senator,active,404-656-9644,sonya.halpern@senate.ga.gov,https://www.legis.ga.gov/members/senate/4985,Appropriations; Education and Youth; Finance; Health and Human Services; Metropolitan Atlanta Rapid Transit Overview; Public Safety; Urban Affairs,4985
ocd-person/64721c9b-451c-4bc9-9040-4ca232ffd746,Soo Hong,Soo,Hong,Republican,House of Representatives,103,Representative,active,404-656-5025,soo.hong@house.ga.gov,https://www.legis.ga.gov/members/house/5042,Judiciary; Judiciary: Non-Civil; Reapportionment and Redistricting; Ways and Means,5042
ocd-person/e6ae8d30-4b1b-4b06-8918-2be6fa7f8108,Spencer Frye,Spencer,Frye,Democratic,House of Representatives,122,Representative,active,404-656-0265,spencer.frye@house.ga.gov,https://www.legis.ga.gov/members/house/819,"Appropriations; Creative Arts and Entertainment; Game, Fish and Parks; Human Relations and Aging; Public and Community Health; Transportation; Ways and Means",819
ocd-person/fa5d8d09-a0b9-4ba4-93da-a24902530416,Stacey Evans,Stacey,Evans,Democratic,House of Representatives,57,Representative,active,404-656-0116,stacey.evans@house.ga.gov,https://www.legis.ga.gov/members/house/762,Appropriations; Judiciary; Retirement; Rules; Technology and Infrastructure Innovation,762
ocd-person/432ef767-d4c8-4736-b2ac-96397205fb3d,Stan Gunter,Stan,Gunter,Republican,House of Representatives,8,Representative,active,404-656-5125,stan.gunter@house.ga.gov,https://www.legis.ga.gov/members/house/4987,Agriculture and Consumer Affairs; Appropriations; Economic Development and Tourism; Ethics; Health; Judiciary; Judiciary: Non-Civil; Rules,4987
ocd-person/e2c141e9-9e04-4e2b-8e5b-57db594c7abc,Steve Gooch,Steve,Gooch,Republican,Senate,51,Senator,active,404-656-9221,steve.gooch@senate.ga.gov,https://www.legis.ga.gov/members/senate/752,Appropriations; Finance; Insurance and Labor; Investigating Licensing Issues Special; Investigations Special; Judiciary; Metropolitan Atlanta Rapid Transit Overview; Reapportionment and Redistricting; Regulated Industries and Utilities; Rules; Special Committee on Eliminating Georgia's Income Tax; Transportation,752
ocd-person/80f4bbdf-02f3-4233-8456-e550e7e745af,Steve Tarvin,Steve,Tarvin,Republican,House of Representatives,2,Representative,active,404-463-3793,steve.tarvin@house.ga.gov,https://www.legis.ga.gov/members/house/849,"Appropriations; Budget and Fiscal Affairs Oversight; Defense and Veterans Affairs; Game, Fish and Parks; Insurance; Retirement; Small Business Development",849
ocd-person/516cb969-9467-490f-9a05-02c3e7decae3,Steven McNeel,Steven,McNeel,Republican,Senate,18,Senator,active,404-463-2593,steven.mcneel@senate.ga.gov,https://www.legis.ga.gov/members/senate/5093,Banking and Financial Institutions; Education and Youth; Judiciary; Natural Resources and the Environment; State and Local Governmental Operations; Transportation,
ocd-person/3194a8e0-aaf8-4686-b2c9-a22521f85fff,Steven Meeks,Steven,Meeks,Republican,House of Representatives,178,Representative,active,404-463-2246,steven.meeks@house.ga.gov,https://www.legis.ga.gov/members/house/4961,"Agriculture and Consumer Affairs; Appropriations; Budget and Fiscal Affairs Oversight; Creative Arts and Entertainment; Energy, Utilities and Telecommunications; Game, Fish and Parks; Small Business Development",4961
ocd-person/99082062-acd6-4c6b-bb45-2cfa071f19fc,Steven Sainz,Steven,Sainz,Republican,House of Representatives,180,Representative,active,404-657-1803,steven.sainz@house.ga.gov,https://www.legis.ga.gov/members/house/4962,Appropriations; Defense and Veterans Affairs; Economic Development and Tourism; Governmental Affairs; Interstate Cooperation; Public Safety and Homeland Security; State Properties,4962
ocd-person/cabc1e6f-ba7c-4063-a778-707579f91ec8,Sylvia Wayfer,Sylvia,Wayfer,Democratic,House of Representatives,64,Representative,active,404-656-6372,sylvia.baker@house.ga.gov,https://www.legis.ga.gov/members/house/5071,Code Revision; Defense and Veterans Affairs; Special Rules,
ocd-person/c5766526-3a5a-4d33-b5ff-a0d1d358d7ae,Tangie Herring,Tangie,Herring,Democratic,House of Representatives,145,Representative,active,404-656-0202,tangie.herring@house.ga.gov,https://www.legis.ga.gov/members/house/5082,Agriculture and Consumer Affairs; Code Revision; Economic Development and Tourism; Urban Affairs,
ocd-person/6e5432a3-09ed-4813-b11d-e97222bb7e4d,Tanya Miller,Tanya,Miller,Democratic,House of Representatives,62,Representative,active,404-656-0298,tanya.miller@house.ga.gov,https://www.legis.ga.gov/members/house/5029,Code Revision; Ethics; Information and Audits; Rules,5029
ocd-person/9fe70ed7-31a0-4732-92b1-54d2a79a4654,Teddy Reese,Teddy,Reese,Democratic,House of Representatives,140,Representative,active,404-656-0109,tremaine.reese@house.ga.gov,https://www.legis.ga.gov/members/house/5050,Agriculture and Consumer Affairs; Economic Development and Tourism; Public and Community Health; Resource Management Special,5050
ocd-person/aa7405f9-5c37-4ce8-a7eb-ac5949a6e776,Terry Cummings,Terry,Cummings,Democratic,House of Representatives,39,Representative,active,404-656-0202,terry.cummings@house.ga.gov,https://www.legis.ga.gov/members/house/5024,Banks and Banking; Public Safety and Homeland Security; State Properties,5024
ocd-person/93f45299-bfa2-4458-844a-5c6b9bdd8c1d,Tim Bearden,Tim,Bearden,Republican,Senate,30,Senator,active,404-656-7872,timothy.bearden@senate.ga.gov,https://www.legis.ga.gov/members/senate/62,Economic Development and Tourism; Education and Youth; Government Oversight; Judiciary; Public Safety,
ocd-person/cf955c60-cbda-4414-9266-3d8dca3553fe,Tim Fleming,Tim,Fleming,Republican,House of Representatives,114,Representative,active,404-656-0188,tim.fleming@house.ga.gov,https://www.legis.ga.gov/members/house/5046,Governmental Affairs; Higher Education; Information and Audits,5046
ocd-person/45567c87-3ba6-49ec-9ea2-5ebb880aa94c,Todd Jones,Todd,Jones,Republican,House of Representatives,25,Representative,active,404-656-9210,todd.jones@house.ga.gov,https://www.legis.ga.gov/members/house/4885,"Appropriations; Education; Energy, Utilities and Telecommunications; Health; Judiciary; Resource Management Special; Technology and Infrastructure Innovation; Ways and Means",4885
ocd-person/d9f1ea57-7b90-484a-9664-927a36c87e0c,Tonya Anderson,Tonya,Anderson,Democratic,Senate,43,Senator,active,404-463-2598,tonya.anderson@senate.ga.gov,https://www.legis.ga.gov/members/senate/807,"Appropriations; Economic Development and Tourism; Metropolitan Atlanta Rapid Transit Overview; Reapportionment and Redistricting; Regulated Industries and Utilities; Veterans, Military and Homeland Security",807
ocd-person/6ac8933e-8dde-4902-8eec-61cc5a91c844,Trey Kelley,Trey,Kelley,Republican,House of Representatives,16,Representative,active,404-656-0188,trey.kelley@house.ga.gov,https://www.legis.ga.gov/members/house/825,"Appropriations; Code Revision; Energy, Utilities and Telecommunications; Health; Higher Education; Judiciary; Rules; Ways and Means",825
ocd-person/9dfc8ec3-0935-4d1d-877d-e05cf7a5dca5,Trey Rhodes,Trey,Rhodes,Republican,House of Representatives,124,Representative,active,404-656-5099,trey.rhodes@house.ga.gov,https://www.legis.ga.gov/members/house/876,"Banks and Banking; Economic Development and Tourism; Game, Fish and Parks; Special Rules; State Planning and Community Affairs; Ways and Means",876
ocd-person/4b162447-89a7-4ffc-acbf-617e1ad87e2a,Tyler Smith,Tyler,Smith,Republican,House of Representatives,18,Representative,active,404-463-7853,tyler.smith@house.ga.gov,https://www.legis.ga.gov/members/house/4990,Agriculture and Consumer Affairs; Insurance; Judiciary; Judiciary Juvenile; Judiciary: Non-Civil; Small Business Development,4990
ocd-person/9deeb60b-4d1e-42b8-8052-d2808a30ea9a,Vance Smith,Vance,Smith,Republican,House of Representatives,138,Representative,active,404-656-0254,vance.smith@house.ga.gov,https://www.legis.ga.gov/members/house/215,Appropriations; Budget and Fiscal Affairs Oversight; Economic Development and Tourism; Motor Vehicles; Natural Resources and Environment; Transportation; Ways and Means,215
ocd-person/b9050158-4a6d-4332-8ad2-769472f52e3e,Venola Mason,Venola,Mason,Democratic,House of Representatives,94,Representative,active,404-656-0126,venola.mason@house.ga.gov,https://www.legis.ga.gov/members/house/5095,,
ocd-person/546d682f-b256-4060-8fd3-084d7f118d43,Victor Anderson,Victor,Anderson,Republican,House of Representatives,10,Representative,active,404-656-0325,victor.anderson@house.ga.gov,https://www.legis.ga.gov/members/house/4989,"Appropriations; Energy, Utilities and Telecommunications; Governmental Affairs; Industry and Labor; Intragovernmental Coordination; Public Safety and Homeland Security; Resource Management Special",4989
ocd-person/e3b1be9c-b244-4466-9192-adc365a31cfb,Viola Davis,Viola,Davis,Democratic,House of Representatives,87,Representative,active,404-656-0109,viola.davis@house.ga.gov,https://www.legis.ga.gov/members/house/4947,Defense and Veterans Affairs; Health; Insurance; Natural Resources and Environment; Urban Affairs,4947
ocd-person/97a002db-6151-4fdf-9bce-013a6344764f,Will Wade,Will,Wade,Republican,House of Representatives,9,Representative,active,404-651-7737,will.wade@house.ga.gov,https://www.legis.ga.gov/members/house/4988,Appropriations; Banks and Banking; Education; Judiciary Juvenile; State Planning and Community Affairs; Transportation,4988
ocd-person/6f986b42-14f6-4147-9466-c49294331db9,Yasmin Neal,Yasmin,Neal,Democratic,House of Representatives,79,Representative,active,404-656-6372,yasmin.neal@house.ga.gov,https://www.legis.ga.gov/members/house/765,Economic Development and Tourism; Judiciary: Non-Civil; Public Safety and Homeland Security; Ways and Means,765
ga-senate-7-vacant,Vacant,,,,Senate,7,Senator,Vacant,,,,,
ga-senate-12-vacant,Vacant,,,,Senate,12,Senator,Vacant,,,,,
ga-house-177-vacant,Vacant,,,,House of Representatives,177,Representative,Vacant,,,,,
